post,longitude,latitude
94310,-97.1097,18.8669
94310,-97.1149,18.8659
94310,-97.115,18.8614
94350,-97.1165,18.8571
94350,-97.1113,18.8492
94350,-97.1095,18.8522
94350,-97.1125,18.853
94350,-97.1126,18.8455
94350,-97.1147,18.8534
94330,-97.1005,18.8726
94330,-97.1049,18.877
94330,-97.1059,18.8798
94330,-97.1048,18.8559
94330,-97.1002,18.8708
94330,-97.0982,18.8723
94330,-97.0935,18.8632
94743,-97.1797,18.8121
94743,-97.184,18.8094
94743,-97.175,18.8047
94743,-97.1817,18.81
94743,-97.1862,18.8097
94743,-97.1758,18.8094
94724,-97.1878,18.8181
94724,-97.1894,18.8167
94724,-97.1994,18.7933
94724,-97.1934,18.8075
94724,-97.2018,18.8133
94724,-97.1955,18.8013
94724,-97.1955,18.8133
94724,-97.1847,18.8164
94724,-97.1985,18.8101
94724,-97.2006,18.8056
94724,-97.1947,18.8096
94724,-97.199,18.8253
94157,-97.1633,18.985
94150,-97.1564,18.9572
94150,-97.1336,18.9282
94150,-97.1542,18.9886
94150,-97.1869,18.9747
94150,-97.1961,18.9831
94150,-97.1711,18.9727
94150,-97.1995,19.0043
75520,-97.4438,18.9979
75520,-97.4526,18.9891
75520,-97.4499,18.9935
75520,-97.4149,18.9969
75520,-97.3952,19.0071
75520,-97.4415,18.9814
75520,-97.4464,18.9886
75520,-97.5094,18.9319
75520,-97.453,18.9765
75520,-97.4297,18.9773
75520,-97.4476,18.9846
75520,-97.4589,18.9895
75520,-97.4574,18.9781
75190,-97.5407,19.0867
75190,-97.5379,18.9943
75059,-96.9597,32.8023
75059,-97.3241,19.1069
75059,-97.3036,19.1197
75059,-97.3169,19.0833
75059,-97.3842,19.0711
75059,-97.3946,19.0684
75059,-97.3538,19.0521
75330,-98.1948,18.7924
75335,-98.1213,18.785
75255,-97.9541,18.8901
74380,-98.3311,18.81
74260,-98.4332,18.901
74260,-98.4381,18.9027
74260,-98.4387,18.9029
74260,-98.4425,18.9042
74250,-98.3878,18.9176
74250,-98.4457,18.9085
74250,-98.4368,18.9127
74250,-98.4524,18.8992
75470,-95.7891,33.6098
75470,-97.6669,18.9011
75470,-97.7306,18.9593
75470,-97.7155,18.9576
75470,-97.6345,18.9481
75470,-97.6306,18.9014
75470,-97.6475,18.9269
75470,-97.6142,18.9012
75470,-97.6383,18.9013
75470,-97.6638,18.9187
75200,-97.8936,18.968
75200,-97.917,18.957
75200,-97.9234,18.9596
75200,-97.8556,19.0683
75200,-97.8896,18.968
75200,-97.9038,18.9651
75200,-97.8762,19.0119
75200,-97.8966,18.9634
75200,-97.911,18.9805
75200,-97.9004,18.9742
75200,-97.8963,18.9689
75200,-97.9089,18.9626
75200,-97.8992,18.9532
75200,-97.8957,18.9596
75200,-97.8979,18.9884
75200,-97.8953,18.9514
75200,-97.8928,18.9754
75200,-97.9076,18.9702
75200,-97.898,18.9531
75200,-97.904,18.9726
75150,-96.6307,32.8154
75150,-97.7885,18.9875
75150,-97.7938,18.9746
75150,-97.8053,18.9724
75150,-97.7904,18.9831
75150,-97.7193,19.0609
75150,-97.7799,18.9841
75150,-97.7902,19.0324
75150,-97.8051,18.9686
75150,-97.7869,18.999
75150,-97.7827,18.9879
75150,-97.7836,18.982
75150,-97.7769,18.9886
75150,-97.7685,18.9829
75150,-97.7722,18.9874
75150,-97.7841,18.9874
75150,-97.7688,18.9768
75150,-97.7878,18.9779
75150,-97.8094,18.9771
75150,-97.7801,18.9773
75150,-97.7808,18.9708
75404,-96.081,33.0563
75404,-97.827,18.9663
75204,-96.7851,32.8038
75204,-97.8617,18.9914
75204,-97.8675,18.9833
75204,-97.8583,18.9661
72960,-98.2528,18.9042
72960,-98.1561,18.9428
72960,-98.1681,18.912
72960,-98.1671,18.8899
72960,-98.196,18.9064
72960,-98.1602,18.9196
72960,-98.1397,18.9174
72960,-98.1344,18.9203
72967,-98.2388,18.9349
72967,-98.2314,18.9389
72967,-98.2463,18.9308
72988,-98.0916,18.9974
72599,-98.1943,18.9751
72494,-98.2237,18.9734
72494,-98.2345,18.9674
72494,-98.2183,18.9764
72494,-98.1755,19.0087
72495,-98.2499,18.969
72495,-98.1755,19.0087
72490,-98.1755,19.0087
72490,-98.2387,18.9905
72498,-98.2759,18.9968
72498,-98.1755,19.0087
72498,-98.1764,19.0669
72498,-98.2648,18.9893
72498,-98.2103,19.013
75207,-96.8319,32.7939
75207,-97.8746,19.0313
75207,-97.8103,19.0219
75207,-97.8319,18.9953
75207,-97.8356,19.0264
75205,-96.7843,32.826
75205,-97.9117,18.9947
75205,-97.93,19.0128
75205,-97.9251,19.0003
75205,-97.9337,18.9933
72985,-98.0241,19.0549
72570,-98.1926,19.0086
72570,-98.2022,19.0058
72570,-98.1987,19.0096
72460,-91.2094,36.3104
72460,-98.2307,19.0196
72460,-98.2229,19.0154
72460,-98.2421,19.0112
72460,-98.188,19.0115
72464,-90.1454,36.4534
72464,-98.2415,19.0047
72464,-98.1755,19.0087
72550,-91.7414,35.7177
72550,-98.2052,19.0221
72550,-98.2094,19.0355
72550,-98.1755,19.0087
72550,-98.2073,19.0288
72370,-89.9798,35.7019
72370,-98.1589,19.0425
72370,-98.1714,19.037
72370,-98.1858,19.0234
72370,-98.176,19.0439
72370,-98.1747,19.0403
72370,-98.178,19.0449
72580,-98.2154,19.0107
72580,-98.2043,19.0287
72580,-98.1391,19.0121
72580,-98.2584,19.0632
72580,-98.1755,19.0087
72430,-90.2253,36.3348
72430,-98.2211,19.0304
72430,-98.2226,19.0282
72430,-98.2217,19.0301
72430,-98.2248,19.0364
72430,-98.2185,19.0254
72450,-90.5251,36.06
72450,-98.2208,19.0129
72450,-98.2249,19.0168
72450,-98.2283,19.0254
72450,-98.1755,19.0087
72450,-98.1856,18.9925
72450,-98.2307,19.0196
72450,-98.223,19.0125
72450,-98.2322,19.0106
72453,-90.6702,36.283
72453,-98.2334,19.0308
72453,-98.2271,19.0199
72453,-98.2396,19.0416
72825,-98.2568,19.027
72825,-98.2558,19.0281
72825,-98.2567,19.0151
72825,-98.2578,19.0299
72825,-98.2621,19.0194
72825,-98.2538,19.0332
72825,-98.2516,19.0281
72825,-98.261,19.0216
72825,-98.2536,19.0195
72825,-98.2618,19.0428
72825,-98.2533,19.0297
72825,-98.2576,19.03
72992,-98.1031,19.0419
72992,-98.0842,19.0458
72992,-98.1,19.0401
72992,-98.0938,19.0431
72992,-98.0853,19.0435
72992,-98.0349,19.0716
72992,-98.0748,19.0412
72992,-98.0975,19.039
72990,-98.0988,19.0503
72990,-98.0914,19.0569
72990,-98.1063,19.0436
72497,-98.0984,19.066
72373,-90.5564,35.2586
72373,-98.1771,19.0392
72538,-92.0995,36.4364
72538,-98.1944,19.0374
72176,-91.9004,34.9532
72176,-98.2584,19.0452
72176,-98.1919,18.9996
72176,-98.2527,19.0417
72176,-98.2479,19.0448
72176,-98.249,19.0427
72176,-98.2331,19.031
72176,-98.2541,19.0439
72176,-98.257,19.049
72176,-98.1536,18.9808
72190,-92.3925,34.7519
72190,-98.2385,19.0384
72190,-98.2396,19.0416
72190,-98.1755,19.0087
72190,-98.2334,19.0374
72190,-98.2372,19.0391
72400,-98.2306,19.0409
72400,-98.2331,19.0409
72400,-98.2274,19.0459
72400,-98.2279,19.0383
72400,-98.2293,19.04
72400,-98.2287,19.0422
72400,-98.2374,19.0406
72400,-98.2302,19.0382
72540,-91.9103,35.9266
72540,-98.2246,19.123
72540,-98.1825,19.0131
72540,-98.1852,19.0188
72540,-98.1959,19.044
72540,-98.1914,19.0212
72193,-98.2035,19.0379
72530,-91.9398,35.6616
72530,-98.1901,19.0441
72530,-98.1991,19.0307
72530,-98.1937,19.0233
72530,-98.2035,19.0379
72530,-98.1991,19.0257
72530,-98.1551,19.1029
72180,-92.2089,34.5338
72180,-98.2302,19.0502
72180,-98.2369,19.0467
72180,-98.2381,19.0434
72180,-98.2403,19.0443
72410,-91.081,35.9423
72410,-98.2023,19.1013
72410,-98.2164,19.0416
72410,-98.2205,19.0456
72410,-98.23,19.0389
72410,-98.2147,19.0384
72410,-98.2176,19.0481
72410,-98.2163,19.0448
72410,-98.2194,19.0351
72410,-98.2215,19.039
72090,-98.2111,19.0556
72090,-98.2189,19.0613
72090,-98.2151,19.0558
72090,-98.1755,19.0087
72090,-98.22,19.0551
72090,-98.2403,19.0443
72090,-98.218,19.063
72090,-98.2164,19.0506
72824,-93.4518,35.1038
72824,-98.2654,19.0378
72824,-98.2672,19.0389
72824,-98.2665,19.0427
72824,-98.2641,19.0318
72824,-98.264,19.0378
72008,-98.1907,19.0479
72080,-92.8251,35.5699
72080,-98.1977,19.0604
72080,-98.1962,19.0565
72080,-98.2075,19.0614
72080,-98.1961,19.0609
72080,-98.1912,19.0629
72290,-98.1874,19.0512
72290,-98.1893,19.0531
72290,-98.1875,19.05
72290,-98.1854,19.0505
72160,-91.5487,34.4854
72160,-98.2259,19.0548
72160,-98.2366,19.0647
72160,-98.2313,19.0597
72260,-92.34,34.7399
72260,-98.1878,19.062
72260,-98.181,19.0597
72260,-98.1781,19.061
72260,-98.1645,19.0607
72260,-98.1914,19.0563
72260,-98.1742,19.0597
72260,-98.1903,19.0589
72140,-91.1463,34.3878
72140,-98.2295,19.0676
72140,-98.2193,19.0574
72140,-98.2244,19.0625
72062,-98.2285,19.0651
72803,-98.2815,19.0496
72803,-98.2777,19.0561
72803,-98.2864,19.0507
72803,-98.2832,19.0498
72803,-98.2793,19.0479
72803,-98.2555,19.0218
72803,-98.2837,19.0487
72803,-98.2796,19.0476
72803,-98.2861,19.0517
72803,-98.2813,19.0504
72815,-98.3015,19.0498
72815,-98.3034,19.0513
72815,-98.3026,19.0591
72815,-98.3056,19.048
72815,-98.304,19.0485
72810,-98.2934,19.0237
72810,-98.2883,19.0585
72810,-98.3005,19.0446
72810,-98.2816,19.059
72810,-98.2978,19.0491
72810,-98.2906,19.0521
72810,-98.2854,19.0581
72810,-98.3026,19.0591
72810,-98.3022,19.0429
72810,-98.2962,19.0479
72810,-98.2864,19.059
72810,-98.2909,19.058
72810,-98.2968,19.0591
72810,-98.2953,19.0514
72810,-98.3162,19.0186
72810,-98.2817,19.0575
72810,-98.2921,19.0569
72778,-98.343,19.073
72778,-98.2976,19.0603
72760,-93.7347,35.8496
72760,-98.3039,19.0725
72760,-98.3511,19.0544
72760,-98.3035,19.0641
72760,-98.2945,19.0736
72760,-98.3329,19.0528
72760,-98.343,19.073
72760,-98.3018,19.0589
72764,-94.0428,36.1716
72764,-98.3209,19.0654
72764,-98.3327,19.0452
72764,-98.3132,19.0671
72764,-98.3276,19.0617
72764,-98.3361,19.0591
72764,-98.343,19.073
72764,-98.3159,19.0705
72764,-98.3218,19.0683
74350,-95.0478,36.4645
74350,-98.3794,18.9967
74350,-98.3969,18.9775
74325,-98.3306,19.0061
95264,-96.07,19.0658
95264,-96.1047,19.0889
95264,-96.1078,19.0797
95264,-96.1003,19.0914
95264,-96.0964,19.0775
95264,-96.0804,19.0657
95264,-96.0614,19.0606
95264,-96.0927,19.0786
95264,-96.0978,19.0831
95264,-96.1033,19.0906
95264,-96.1046,19.0831
94290,-121.4944,38.5816
94290,-96.11,19.09
94290,-96.1014,19.0947
94290,-96.1115,19.1106
94290,-96.121,19.1174
94290,-96.1076,19.0984
94274,-121.4944,38.5816
94274,-96.1619,18.9883
94274,-96.1228,19.0178
94274,-96.1329,19.0828
94274,-96.1225,19.1019
94274,-96.1169,19.0978
94274,-96.1534,19.0796
94297,-121.4944,38.5816
94297,-96.1118,19.1155
94297,-96.121,19.1174
94299,-121.4944,38.5816
94299,-96.0992,19.1502
94276,-96.125,19.1022
91960,-96.1433,19.1435
91799,-96.2215,19.1857
91799,-96.1452,19.1534
94294,-121.4944,38.5816
94294,-96.121,19.1174
94294,-96.1085,19.1617
91963,-116.6037,32.6205
91963,-96.1609,19.1482
91726,-96.1803,19.1611
91726,-96.1783,19.1541
91726,-96.2215,19.1857
91726,-96.1918,19.1678
91726,-96.2181,19.1769
91726,-96.1903,19.1792
91728,-96.2013,19.166
91709,-117.7308,33.9797
91709,-96.1429,19.181
91710,-117.6844,34.0125
91710,-96.1717,19.1903
91808,-96.216,19.2113
91808,-96.2164,19.2189
91808,-96.2215,19.1857
91808,-96.2136,19.2108
91808,-96.2144,19.2142
91808,-96.2114,19.2019
91808,-96.2264,19.2172
91808,-96.2117,19.2211
91808,-96.2144,19.2072
91808,-96.2192,19.2017
91808,-96.2164,19.2083
91817,-96.1755,19.2125
91685,-96.3089,19.3099
91685,-96.3699,19.3755
91685,-96.3276,19.3221
91685,-96.3626,19.3977
91685,-96.3162,19.2841
91685,-96.354,19.3641
91653,-96.3833,19.3994
91653,-96.5313,19.4018
91653,-96.5658,19.3013
91653,-96.3828,19.3717
91653,-96.4125,19.3894
91653,-96.3825,19.3767
91653,-96.3825,19.3972
91680,-96.3614,19.3565
91680,-96.3662,19.3548
91680,-96.3619,19.3653
91680,-96.3696,19.3724
91680,-96.3628,19.3574
91680,-96.3663,19.3656
91680,-96.366,19.3672
91680,-96.3089,19.3099
91680,-96.3611,19.3605
91680,-96.3825,19.3619
91680,-96.3818,19.364
91680,-96.3607,19.3623
91680,-96.3621,19.3632
91680,-96.3668,19.3814
91666,-96.3228,19.4235
91660,-96.4121,19.4464
91660,-96.3574,19.4768
91660,-96.4737,19.4462
91660,-96.4377,19.4482
91660,-96.3599,19.3987
91660,-96.4077,19.4442
75050,-97.0112,32.7649
75050,-97.3743,19.1497
75050,-97.3577,19.1439
75050,-97.3536,19.0843
75050,-97.392,19.1733
75050,-97.3887,19.1547
75050,-97.3793,19.2241
75050,-97.4191,19.1149
75050,-97.3169,19.1144
75050,-97.3874,19.1879
91647,-96.6455,19.32
91647,-96.7072,19.3531
91647,-96.6328,19.3217
91646,-96.7083,19.35
94000,-96.7625,19.3318
75026,-96.6989,33.0198
75026,-97.6219,19.37
75026,-97.6318,19.3207
72225,-92.3925,34.7519
72225,-98.1471,19.0706
72050,-98.2075,19.0713
72050,-98.1945,19.0661
72050,-98.2556,19.073
72050,-98.1733,19.0788
72050,-98.1755,19.0087
72050,-98.2066,19.0672
72016,-92.6308,34.9847
72016,-98.1805,19.0926
72016,-98.1849,19.0949
72016,-98.1875,19.0893
72016,-98.1771,19.0964
72016,-98.2077,19.0733
72044,-92.157,35.6321
72044,-98.2077,19.0733
72044,-98.2094,19.0753
72044,-98.2085,19.0743
72104,-92.8292,34.3557
72104,-98.2243,19.1082
72104,-98.2165,19.1099
72104,-98.2135,18.9989
72104,-98.2181,19.0723
72010,-91.5502,35.3113
72010,-98.2032,19.0808
72775,-98.2669,19.0736
72775,-98.2646,19.0672
72775,-98.2657,19.0782
72775,-98.2473,19.0546
72775,-98.343,19.073
72768,-94.4521,36.4794
72768,-98.2969,19.078
72768,-98.291,19.0761
72768,-98.2954,19.08
72768,-98.2973,19.0803
72768,-98.3003,19.0801
72768,-98.3015,19.0844
72768,-98.3007,19.0835
72030,-92.702,35.3955
72030,-98.2295,19.0676
72030,-98.218,19.087
72020,-91.519,35.4277
72020,-98.2245,19.0974
72020,-98.2242,19.0893
72020,-98.2264,19.093
72020,-98.2273,19.0869
72020,-98.2259,19.091
72020,-98.2243,19.0839
72020,-98.2289,19.0953
72110,-92.7354,35.1692
72110,-98.2306,19.0953
72110,-98.2318,19.0835
72110,-98.1755,19.0087
72110,-98.2384,19.0898
72110,-98.1918,19.0797
72110,-98.2332,19.0957
72115,-92.2671,34.7695
72115,-98.2408,19.0906
72115,-98.237,19.0926
72115,-98.2389,19.0916
72708,-98.248,19.1094
90796,-98.2285,19.1613
90796,-98.1972,19.1723
90796,-98.2223,19.1471
90796,-98.2197,19.1534
90796,-98.227,19.156
72765,-94.1535,36.1725
72765,-98.332,19.0748
72765,-98.327,19.0693
72765,-98.3159,19.0705
74190,-98.5162,19.0817
74190,-98.4833,19.0775
74190,-98.4998,19.0796
56965,-98.7165,19.125
56965,-98.74,19.0805
56965,-98.7362,19.0788
56923,-98.7139,19.1204
56923,-98.718,19.1221
74180,-98.4619,19.1036
74180,-98.482,19.1038
74180,-98.5157,19.0999
56905,-98.7756,19.118
56905,-98.7165,19.125
56905,-98.8376,19.15
56905,-98.7765,19.1251
56903,-98.7652,19.138
56903,-98.7692,19.14
56903,-98.7165,19.125
56903,-98.7731,19.142
75000,-97.806,19.2398
75000,-97.7941,19.2294
75000,-97.7958,19.2271
75000,-97.8165,19.2479
75000,-97.8282,19.263
75125,-96.6643,32.5223
75125,-97.8088,19.2212
90180,-98.2281,19.2278
90180,-98.2251,19.2384
90180,-98.2231,19.2655
90180,-98.2283,19.2489
90180,-98.2339,19.2602
90180,-98.2311,19.2528
90560,-97.7683,19.3025
90560,-97.779,19.2936
90560,-97.785,19.3561
90560,-97.7626,19.2995
90560,-97.7679,19.2913
90560,-97.7726,19.3086
90507,-118.2987,33.7866
90507,-97.912,19.3083
90507,-97.925,19.3037
90507,-97.9185,19.306
90503,-118.3542,33.8397
90503,-97.9759,19.3791
90503,-97.902,19.3153
90503,-97.9091,19.313
90503,-97.9364,19.3324
90508,-118.2987,33.7866
90508,-97.9401,19.3731
90508,-97.917,19.3171
90508,-97.9364,19.3324
90508,-97.9066,19.3234
90508,-97.9199,19.3243
90508,-97.9114,19.3184
90505,-118.3507,33.8106
90505,-97.9351,19.3126
90505,-97.9282,19.3091
90505,-97.9357,19.3251
90505,-97.9319,19.31
90505,-97.9311,19.3067
90505,-97.9398,19.3136
90505,-97.9482,19.3984
90111,-98.2239,19.2858
90110,-98.2628,19.3011
90110,-98.2368,19.3094
90110,-98.2354,19.2733
90802,-118.182,33.7706
90802,-98.2078,19.2925
90802,-98.1311,19.2896
90114,-98.3103,19.2986
90114,-98.2368,19.3094
90105,-98.2084,19.3253
90100,-98.2368,19.3094
90100,-98.2334,19.313
90100,-98.2235,19.3261
90100,-98.2137,19.3391
90160,-98.2583,19.3258
90160,-98.2397,19.3242
90160,-98.2452,19.3247
90160,-98.2375,19.3242
90112,-98.25,19.3196
56713,-96.8671,48.3314
56713,-98.806,19.196
56713,-98.8072,19.1935
56713,-98.8066,19.1947
56713,-98.7321,19.2089
56644,-95.499,47.749
56644,-98.8317,19.2536
56644,-98.8317,19.2762
74064,-98.4447,19.2706
74120,-95.9734,36.1442
74120,-98.4285,19.2689
74120,-98.4293,19.289
74120,-98.4186,19.2803
74120,-98.4399,19.2976
74059,-97.0441,35.9768
74059,-98.4144,19.2911
74117,-95.8979,36.2393
74117,-98.4811,19.313
74103,-95.9954,36.1539
74103,-98.5864,19.3444
74103,-98.5622,19.3506
74103,-98.5794,19.3497
56577,-95.8228,46.9747
56577,-98.9044,19.3152
56577,-98.9483,19.3262
56577,-98.7789,19.3428
56577,-98.91,19.308
94107,-122.3971,37.7621
94107,-96.9397,19.1369
94107,-96.9904,19.3977
91240,-97.0082,19.4218
91240,-96.9869,19.4211
91240,-97.0585,19.4478
91240,-96.9667,19.4222
91637,-96.7314,19.44
91637,-96.8244,19.4649
91637,-96.8528,19.4956
91637,-96.8261,19.4502
91637,-96.8711,19.4485
91637,-96.8582,19.4608
91637,-96.8364,19.4657
91637,-96.8784,19.4772
91637,-96.7946,19.4255
91637,-96.8094,19.4283
91637,-96.8753,19.495
91637,-96.8947,19.4756
91637,-96.8644,19.5044
91637,-96.8686,19.495
91637,-96.8383,19.4403
91601,-118.3713,34.1687
91601,-96.9478,19.4336
91559,-96.9347,19.4139
91559,-96.9305,19.4475
91521,-118.309,34.1808
91521,-96.9555,19.4675
91521,-96.9305,19.4475
91538,-96.9305,19.4475
91538,-96.9867,19.4594
91604,-118.3913,34.143
91604,-96.9337,19.4821
91528,-96.9638,19.4819
75023,-96.7365,33.055
75023,-97.637,19.4099
75023,-97.6486,19.37
75023,-97.6308,19.3735
75021,-96.5235,33.7169
75021,-97.637,19.4099
91274,-97.2789,19.5284
91274,-97.2379,19.5649
91274,-97.1538,19.5314
91274,-97.2357,19.567
91274,-97.2135,19.5603
91274,-97.2344,19.5615
91274,-97.2363,19.5604
91274,-97.1642,19.5692
91274,-97.232,19.5679
73797,-97.6904,19.4388
73797,-97.6786,19.4442
73797,-97.6919,19.4404
73797,-97.7067,19.4383
73784,-97.6846,19.4586
73784,-97.6902,19.4606
73784,-97.693,19.4586
73784,-97.693,19.4645
73796,-97.6176,19.4549
73796,-97.6815,19.4677
73796,-97.6168,19.4343
73796,-97.6747,19.46
73780,-97.687,19.4675
73798,-97.6956,19.4797
73798,-97.7129,19.4841
73798,-97.7019,19.4849
73798,-97.6873,19.4944
73798,-97.6761,19.4691
73783,-97.686,19.4682
73783,-97.6795,19.4734
73783,-97.6815,19.4677
91480,-96.6632,19.5161
91480,-96.63,19.5486
91480,-96.5285,19.5462
91480,-96.6187,19.5277
91480,-96.6484,19.5695
91480,-96.5774,19.5765
91480,-96.6231,19.5092
91480,-96.5713,19.565
91480,-96.613,19.4274
91640,-96.7994,19.4842
91640,-96.7984,19.4806
91640,-96.7314,19.44
91640,-96.7795,19.4687
91640,-96.8162,19.489
91488,-96.6722,19.5279
91527,-96.9722,19.4964
91093,-96.8883,19.5439
91093,-96.9339,19.5061
91067,-96.9155,19.5227
91067,-96.8883,19.5439
91227,-96.9095,19.5177
91227,-96.8883,19.5439
91055,-96.8883,19.5439
91055,-96.945,19.5157
91015,-96.9048,19.5405
91015,-96.8883,19.5439
91165,-96.8642,19.5466
91048,-96.8883,19.5439
91337,-118.5365,34.2011
91337,-97.1242,19.6322
91337,-97.0994,19.5736
91337,-97.1239,19.6433
91337,-97.1202,19.5715
91337,-97.1365,19.6423
91014,-96.9526,19.5518
91014,-96.8883,19.5439
91335,-118.5391,34.2007
91335,-97.0738,19.6336
91335,-97.0525,19.6417
91335,-97.0908,19.6292
91335,-97.0781,19.63
91243,-97.0322,19.4575
91243,-97.115,19.5115
91243,-97.0736,19.4845
73990,-97.5606,19.4308
73990,-97.5134,19.4351
73990,-97.4925,19.4887
91277,-97.2526,19.5635
91277,-97.257,19.5617
90640,-118.113,34.0133
90640,-98.1325,19.3611
90640,-98.1104,19.3285
90640,-98.135,19.3467
90640,-98.1508,19.3547
90640,-98.1464,19.3426
90163,-98.2339,19.3371
90623,-118.0398,33.8491
90623,-98.1815,19.3621
90493,-98.1144,19.3847
90493,-98.0915,19.3871
90493,-98.0711,19.3795
90493,-98.0852,19.3807
90493,-98.098,19.3916
90406,-118.4912,34.0195
90406,-98.1128,19.4117
90360,-98.354,19.4682
90360,-98.1273,19.4233
90405,-118.4717,34.01
90405,-98.1494,19.445
90405,-98.15,19.4581
90405,-98.1527,19.4588
90405,-98.1587,19.4657
90405,-98.1461,19.4268
90450,-98.1731,19.3781
90450,-98.1646,19.4213
90450,-98.1778,19.3902
90450,-98.1928,19.4017
90450,-98.1823,19.407
90450,-98.1779,19.4022
56373,-94.2211,45.8589
56373,-98.8984,19.4137
56373,-98.8999,19.4223
56373,-98.9218,19.4229
56373,-98.8781,19.4054
56373,-98.8737,19.3959
90245,-118.4119,33.9243
90245,-98.2847,19.5038
90245,-98.3491,19.4814
90245,-98.3423,19.4881
90245,-98.3607,19.476
90245,-98.3405,19.4747
90288,-98.5655,19.4813
56396,-94.1625,45.5608
56396,-98.8889,19.3938
56396,-98.8896,19.3999
56396,-98.8903,19.4061
73791,-97.734,19.499
73791,-97.7192,19.4881
73791,-97.7453,19.5027
73791,-97.7511,19.5102
73791,-97.7215,19.4843
73791,-97.769,19.5134
73791,-97.7691,19.4896
73791,-97.7535,19.5347
90280,-118.2013,33.9462
90280,-98.554,19.4998
90280,-98.5012,19.6015
90234,-98.5029,19.4914
90234,-98.5117,19.4704
90234,-98.4527,19.5332
90234,-98.5076,19.4694
90234,-98.5076,19.4493
90234,-98.4966,19.46
90234,-98.5061,19.4416
90234,-98.5139,19.4692
56227,-96.1753,45.2907
56227,-98.8276,19.4716
56227,-98.8772,19.4807
56227,-98.8846,19.4889
56227,-98.8884,19.4916
56227,-98.8834,19.487
90205,-98.5895,19.5609
90205,-98.5697,19.5887
56273,-94.948,45.2949
56273,-98.8967,19.5563
56273,-98.9021,19.5581
62900,-99.1842,18.6085
62900,-99.1902,18.6171
62900,-99.1878,18.6146
62900,-99.1866,18.6124
62900,-99.1872,18.6131
62900,-99.2213,18.5868
62909,-88.8768,37.4472
62909,-99.2197,18.6294
62909,-99.2117,18.6247
62909,-99.2234,18.6149
62909,-99.2061,18.6275
62909,-99.2188,18.6202
62980,-99.1542,18.6553
62980,-99.169,18.6237
62980,-99.1632,18.6343
62980,-99.1596,18.6442
62980,-99.1609,18.64
62980,-99.0747,18.4991
62980,-99.1647,18.6531
62980,-99.1544,18.6297
62915,-89.1192,37.7814
62915,-99.2602,18.611
62664,-89.6982,40.2023
62664,-99.3258,18.6289
40260,-99.7123,18.5527
40260,-99.6038,18.5562
40240,-99.6038,18.5575
40240,-99.6052,18.5592
40230,-99.6027,18.5595
40230,-99.5975,18.5201
40230,-99.601,18.5601
40230,-99.6044,18.5588
40250,-85.6768,38.189
40250,-99.608,18.5579
40250,-99.5975,18.5201
40250,-99.5932,18.5025
40250,-99.6096,18.5555
40250,-99.6109,18.5582
40213,-85.7106,38.1839
40213,-99.5873,18.5642
62912,-88.9806,37.4637
62912,-99.1831,18.645
62770,-99.1129,18.6915
62670,-89.855,39.7681
62670,-99.2857,18.5779
62670,-99.2675,18.6592
62670,-99.2662,18.6544
62625,-89.6891,39.9169
62625,-99.3748,18.7007
62625,-99.3953,18.7208
62625,-99.4124,18.6927
62625,-99.3396,18.7254
62625,-99.3642,18.6969
62774,-99.1115,18.7127
62774,-99.105,18.7
62774,-99.1126,18.7292
62774,-99.1201,18.7179
62774,-99.1128,18.7042
62774,-99.1067,18.7124
62774,-99.1082,18.7049
62773,-99.1082,18.7049
62773,-99.069,18.8051
62773,-99.1136,18.7964
62773,-99.1199,18.7567
62773,-99.1119,18.7572
62773,-99.1065,18.8179
62773,-99.1239,18.7668
62790,-99.252,18.8098
62790,-99.2189,18.7439
62790,-99.2558,18.7506
62790,-99.1914,18.7883
62790,-99.2508,18.7439
62790,-99.245,18.7872
62790,-99.2301,18.7899
62790,-99.2266,18.7424
62790,-99.276,18.7495
62790,-99.2311,18.8092
62790,-99.2281,18.7344
62790,-99.2353,18.7619
62790,-99.2392,18.8053
62790,-99.2317,18.8061
62790,-99.2594,18.7401
62790,-99.2061,18.7886
62790,-99.2278,18.8028
62790,-99.2055,18.7774
62790,-99.2294,18.7578
62790,-99.2453,18.8226
62790,-99.2271,18.7887
51975,-99.6271,18.7614
51974,-99.6119,18.7432
51974,-99.6281,18.7309
51534,-95.7389,41.047
51534,-100.4374,18.6416
51534,-100.4181,18.6637
51534,-100.4017,18.7522
51534,-100.4279,18.6549
51534,-100.4396,18.6655
51534,-100.4696,18.6652
51530,-95.421,41.7925
51530,-100.3733,18.6943
51530,-100.3685,18.6959
51530,-100.3749,18.6839
51530,-100.3855,18.7214
51530,-100.3675,18.7076
51530,-100.3656,18.682
51530,-100.378,18.6749
51525,-95.4181,41.2367
51525,-100.258,18.7184
51525,-100.2842,18.7098
51525,-100.2786,18.6975
51525,-100.2867,18.7231
51525,-100.2741,18.7295
51525,-100.2787,18.6809
51536,-95.3445,41.3832
51536,-100.3855,18.7214
51536,-100.4042,18.6683
51536,-100.2668,18.703
51536,-100.4345,18.6872
51536,-100.4143,18.7172
62742,-98.9342,18.7822
62742,-98.9511,18.7983
62742,-98.9599,18.8019
62742,-98.9519,18.8083
62742,-98.9572,18.804
62742,-98.9653,18.8022
62742,-98.9381,18.7914
62767,-89.606,39.7495
62767,-99.1995,18.8125
62767,-99.2094,18.8156
62767,-99.2021,18.805
62767,-99.2045,18.8006
